Country or Area,Subgroup,Year,Source,Unit,Contraceptive prevalence rate (CPR),Contraceptive prevalence rate (CPR) Footnotes
Chile,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,58.0,2.0
China,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,85.0,2.0
Colombia,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,79.0,1.0
Comoros,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,26.0,2.0
Congo,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,45.0,1.0
Cook Islands,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,29.0,1.0
Costa Rica,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,82.0,1.0
Côte d'Ivoire,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,18.0,1.0
Cuba,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,74.0,1.0
Democratic People's Republic of Korea,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,69.0,2.0
Democratic Republic of the Congo,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,17.0,1.0
Djibouti,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,23.0,1.0
Dominican Republic,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,73.0,1.0
East Asia and Pacific,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,64.0,4.0
Eastern and Southern Africa,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,34.0,3.0
Ecuador,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,73.0,2.0
Egypt,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,60.0,1.0
El Salvador,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,73.0,1.0
Equatorial Guinea,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,10.0,2.0
Eritrea,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,8.0,2.0
Ethiopia,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,29.0,1.0
Fiji,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,32.0,1.0
France,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,71.0,2.0
Gabon,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,33.0,2.0
Gambia,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,13.0,1.0
Georgia,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,53.0,1.0
Ghana,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,34.0,1.0
Greece,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,76.0,2.0
Grenada,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,54.0,2.0
Guatemala,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,54.0,1.0
Guinea,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,9.0,2.0
Guinea-Bissau,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,14.0,1.0
Guyana,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,43.0,1.0
Haiti,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,32.0,2.0
Honduras,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,65.0,2.0
India,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,55.0,1.0
Indonesia,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,61.0,1.0
Iran (Islamic Republic of),Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,79.0,2.0
Iraq,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,50.0,2.0
Ireland,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,65.0,2.0
Jamaica,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,72.0,1.0
Japan,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,54.0,2.0
Jordan,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,59.0,1.0
Kazakhstan,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,51.0,2.0
Kenya,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,46.0,1.0
Kiribati,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,22.0,1.0
Kyrgyzstan,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,48.0,2.0
Lao People's Democratic Republic,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,38.0,2.0
Least Developed Countries/Territories,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,35.0,3.0
Lebanon,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,54.0,1.0
Lesotho,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,47.0,1.0
Liberia,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,11.0,1.0
Madagascar,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,40.0,1.0
Malawi,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,46.0,1.0
Maldives,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,35.0,1.0
Mali,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,8.0,2.0
Marshall Islands,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,45.0,1.0
Mauritania,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,9.0,1.0
Mauritius,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,76.0,2.0
Mexico,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,73.0,1.0
Micronesia (Federated States of),Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,55.0,1.0
Middle East and North Africa,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,48.0,3.0
Mongolia,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,55.0,1.0
Montenegro,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,39.0,2.0
Morocco,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,67.0,1.0
Mozambique,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,12.0,1.0
Myanmar,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,46.0,1.0
Namibia,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,55.0,1.0
Nauru,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,36.0,1.0
Nepal,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,50.0,1.0
Netherlands,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,69.0,1.0
Nicaragua,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,72.0,1.0
Niger,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,18.0,1.0
Nigeria,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,15.0,1.0
Niue,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,23.0,2.0
Norway,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,88.0,2.0
Oman,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,24.0,1.0
Pakistan,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,27.0,1.0
Palau,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,22.0,1.0
Panama,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,52.0,1.0
Papua New Guinea,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,32.0,2.0
Paraguay,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,79.0,1.0
Peru,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,75.0,1.0
Philippines,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,51.0,1.0
Portugal,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,67.0,2.0
Republic of Korea,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,80.0,1.0
Republic of Moldova,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,68.0,2.0
Romania,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,70.0,2.0
Russian Federation,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,80.0,1.0
Rwanda,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,52.0,1.0
Saint Kitts and Nevis,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,54.0,1.0
Saint Vincent and the Grenadines,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,48.0,2.0
Samoa,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,29.0,1.0
Sao Tome and Principe,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,38.0,1.0
Saudi Arabia,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,24.0,1.0
Senegal,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,13.0,1.0
Serbia,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,61.0,1.0
Sierra Leone,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,11.0,1.0
Solomon Islands,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,35.0,1.0
Somalia,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,15.0,2.0
South Africa,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,60.0,2.0
South Asia,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,52.0,3.0
South Sudan,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,4.0,5.0
Spain,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,66.0,2.0
Sri Lanka,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,68.0,1.0
State of Palestine,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,50.0,2.0
Sub-Saharan Africa,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,24.0,3.0
Sudan,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,9.0,5.0
Suriname,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,46.0,2.0
Swaziland,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,65.0,1.0
Syrian Arab Republic,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,54.0,1.0
Tajikistan,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,37.0,1.0
Thailand,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,80.0,1.0
The former Yugoslav Republic of Macedonia,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,40.0,1.0
Timor-Leste,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,22.0,1.0
Togo,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,15.0,1.0
Tonga,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,32.0,1.0
Trinidad and Tobago,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,43.0,2.0
Tunisia,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,60.0,2.0
Turkey,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,73.0,1.0
Turkmenistan,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,48.0,2.0
Tuvalu,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,31.0,1.0
Uganda,Female 15-49 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; United Nations Population Division",Percent,30.0,1.0
