Population size_Thousand_Total <18 yr , Annual number of under-five deaths , 0.828702497626
Population size_Thousand_Total <18 yr , Annual number of births (Births) , 0.990852939518
Population size_Thousand_Total <5 yr , Annual number of under-five deaths , 0.859241958324
Population size_Thousand_Total <5 yr , Annual number of births (Births) , 0.99510138316
Annual number of under-five deaths , Annual number of births (Births) , 0.874924418935
Prevalence of underweight (severe) - WHO , Prevalence of wasting (moderate and severe) - WHO , 0.820949523118
Prevalence of underweight (severe) - WHO , Prevalence of underweight (moderate and severe) - WHO_Percent_Rural , 0.802149403937
Prevalence of underweight (severe) - WHO , Prevalence of underweight (moderate and severe) - WHO_Percent_Total <5 yr , 0.929770097822
Prevalence of wasting (moderate and severe) - WHO , Prevalence of underweight (moderate and severe) - WHO_Percent_Total <5 yr , 0.831041953003
Institutional deliveries , Proportion of births attended by skilled health personnel_Percent_Poorest 20% , 0.860792387265
Institutional deliveries , Proportion of births attended by skilled health personnel_Percent_Rural , 0.907588943603
Institutional deliveries , Proportion of births attended by skilled health personnel_Percent_Total , 0.956332353059
Institutional deliveries , Proportion of births attended by skilled health personnel_Percent_Urban , 0.868505261313
Institutional deliveries , Prevalence of underweight (moderate and severe) - WHO_Percent_Total <5 yr , -0.819239275418
Life expectancy at birth_2011.0 , Under-five mortality rate (U5MR)_Deaths per 1000 live births_2000.0_Total , -0.917941689445
Life expectancy at birth_2011.0 , Under-five mortality rate (U5MR)_Deaths per 1000 live births_2011.0_Female , -0.890118535472
Life expectancy at birth_2011.0 , Under-five mortality rate (U5MR)_Deaths per 1000 live births_2011.0_Male , -0.894884758885
Life expectancy at birth_2011.0 , Under-five mortality rate (U5MR)_Deaths per 1000 live births_2011.0_Total , -0.89348217148
Life expectancy at birth_2011.0 , Under-five mortality rate (U5MR)_Rank_2011.0_Total , 0.888177027541
Life expectancy at birth_2011.0 , Maternal mortality ratio (MMR) , -0.858627287786
Life expectancy at birth_2011.0 , Crude birth rate (CBR)_2011.0 , -0.857895029538
Life expectancy at birth_2011.0 , Infant mortality rate (IMR)_2011.0 , -0.903920738353
Proportion of 1 year-old children fully immunised against Hepatitis B , Proportion of 1 year-old children fully immunised against DPT , 0.831601685977
Adolescent birth rate , Crude birth rate (CBR)_2011.0 , 0.805714286257
Proportion of 1 year-old children fully immunised against polio (OPV) , Proportion of 1 year-old children immunised against DPT1 , 0.887336415379
Proportion of 1 year-old children fully immunised against polio (OPV) , Proportion of 1 year-old children immunised against measles , 0.880185035606
Proportion of 1 year-old children fully immunised against polio (OPV) , Proportion of 1 year-old children fully immunised against DPT , 0.960707051169
Under-five mortality rate (U5MR)_Deaths per 1000 live births_2000.0_Total , Maternal mortality ratio reported , 0.805744924384
Under-five mortality rate (U5MR)_Deaths per 1000 live births_2000.0_Total , Maternal mortality ratio (MMR) , 0.876311423338
Under-five mortality rate (U5MR)_Deaths per 1000 live births_2000.0_Total , Crude birth rate (CBR)_2011.0 , 0.876019142371
Under-five mortality rate (U5MR)_Deaths per 1000 live births_2000.0_Total , Infant mortality rate (IMR)_2011.0 , 0.952474941495
Under-five mortality rate (U5MR)_Deaths per 1000 live births_2000.0_Total , Proportion of population with sustainable access to an improved water source_Total , -0.819885474199
Under-five mortality rate (U5MR)_Deaths per 1000 live births_2011.0_Female , Maternal mortality ratio (MMR) , 0.887688411555
Under-five mortality rate (U5MR)_Deaths per 1000 live births_2011.0_Female , Crude birth rate (CBR)_2011.0 , 0.837627653848
Under-five mortality rate (U5MR)_Deaths per 1000 live births_2011.0_Female , Infant mortality rate (IMR)_2011.0 , 0.987578969441
Under-five mortality rate (U5MR)_Deaths per 1000 live births_2011.0_Male , Maternal mortality ratio (MMR) , 0.887056248015
Under-five mortality rate (U5MR)_Deaths per 1000 live births_2011.0_Male , Crude birth rate (CBR)_2011.0 , 0.837484019059
Under-five mortality rate (U5MR)_Deaths per 1000 live births_2011.0_Male , Infant mortality rate (IMR)_2011.0 , 0.991017236548
Under-five mortality rate (U5MR)_Deaths per 1000 live births_2011.0_Total , Maternal mortality ratio (MMR) , 0.887973364666
Under-five mortality rate (U5MR)_Deaths per 1000 live births_2011.0_Total , Crude birth rate (CBR)_2011.0 , 0.838110257856
Under-five mortality rate (U5MR)_Deaths per 1000 live births_2011.0_Total , Infant mortality rate (IMR)_2011.0 , 0.990119364344
Under-five mortality rate (U5MR)_Rank_2011.0_Total , Crude birth rate (CBR)_2011.0 , -0.856527904023
Under-five mortality rate (U5MR)_Rank_2011.0_Total , Infant mortality rate (IMR)_2011.0 , -0.910183944803
Maternal mortality ratio (MMR) , Infant mortality rate (IMR)_2011.0 , 0.872440326196
Proportion of 1 year-old children immunised against DPT1 , Proportion of 1 year-old children immunised against measles , 0.827264322652
Proportion of 1 year-old children immunised against DPT1 , Proportion of 1 year-old children fully immunised against DPT , 0.939696521443
Crude birth rate (CBR)_2011.0 , Infant mortality rate (IMR)_2011.0 , 0.840550251658
Crude birth rate (CBR)_2011.0 , Proportion of population with sustainable access to an improved water source_Total , -0.811146362615
Proportion of births attended by skilled health personnel_Percent_Poorest 20% , Prevalence of underweight (moderate and severe) - WHO_Percent_Poorest 20% , -0.813914466075
Proportion of births attended by skilled health personnel_Percent_Total , Prevalence of underweight (moderate and severe) - WHO_Percent_Total <5 yr , -0.805844942298
Infant mortality rate (IMR)_2011.0 , Proportion of population with sustainable access to an improved water source_Total , -0.804984702298
Proportion of 1 year-old children immunised against measles , Proportion of 1 year-old children fully immunised against DPT , 0.889812731845
Prevalence of underweight (moderate and severe) - WHO_Percent_Total <5 yr , Prevalence of stunting (moderate and severe) - WHO , 0.868303163084
