"Country or Area","Subgroup","Year","Source","Unit","Value","Value Footnotes"
"Slovakia","Total","2005-2011","UN_World Bank","Percent","36","1"
"Slovenia","Total","2005-2011","UN_World Bank","Percent","39","2"
"South Africa","Total","2005-2011","UN_World Bank","Percent","68","1"
"South Asia","Total","2005-2011","UN_World Bank","Percent","42","3"
"Spain","Total","2005-2011","UN_World Bank","Percent","42","2"
"Sri Lanka","Total","2005-2011","UN_World Bank","Percent","48","1"
"State of Palestine","Total","2005-2011","UN_World Bank","Percent","43","1"
"Sub-Saharan Africa","Total","2005-2011","UN_World Bank","Percent","50","3"
"Sudan (pre-cession)","Total","2005-2011","UN_World Bank","Percent","42","4"
"Swaziland","Total","2005-2011","UN_World Bank","Percent","57","1"
"Sweden","Total","2005-2011","UN_World Bank","Percent","37","2"
"Switzerland","Total","2005-2011","UN_World Bank","Percent","41","2"
"Syrian Arab Republic","Total","2005-2011","UN_World Bank","Percent","44","2"
"Tajikistan","Total","2005-2011","UN_World Bank","Percent","39","1"
"Thailand","Total","2005-2011","UN_World Bank","Percent","47","1"
"The former Yugoslav Republic of Macedonia","Total","2005-2011","UN_World Bank","Percent","49","1"
"Timor-Leste","Total","2005-2011","UN_World Bank","Percent","41","1"
"Togo","Total","2005-2011","UN_World Bank","Percent","42","1"
"Tunisia","Total","2005-2011","UN_World Bank","Percent","48","1"
"Turkey","Total","2005-2011","UN_World Bank","Percent","45","1"
"Uganda","Total","2005-2011","UN_World Bank","Percent","51","1"
"Ukraine","Total","2005-2011","UN_World Bank","Percent","36","1"
"United Republic of Tanzania","Total","2005-2011","UN_World Bank","Percent","45","1"
"United States","Total","2005-2011","UN_World Bank","Percent","46","2"
"Uruguay","Total","2005-2011","UN_World Bank","Percent","51","1"
"Uzbekistan","Total","2005-2011","UN_World Bank","Percent","44","2"
"Venezuela (Bolivarian Republic of)","Total","2005-2011","UN_World Bank","Percent","49","1"
"Viet Nam","Total","2005-2011","UN_World Bank","Percent","43","1"
"Western and Central Africa","Total","2005-2011","UN_World Bank","Percent","50","3"
"World","Total","2005-2011","UN_World Bank","Percent","46","3"
"Yemen","Total","2005-2011","UN_World Bank","Percent","45","1"
"Zambia","Total","2005-2011","UN_World Bank","Percent","59","1"

"fnSeqID","Footnote"
"1","Data refer to the most recent year available during the period specified in the column heading. "
"2","Data refer to the most recent year available during the period specified in the column heading. Data refer to years or periods other than those specified in the column heading. Such data are not included in the calculation of regional and global averages."
"3","Data refer to the most recent year available during the period specified in the column heading. For a complete list of countries and territories in the regions, subregions and country categories, see page XX."
"4","Data refer to the most recent year available during the period specified in the column heading. Due to the cession in July 2011 of the Republic of South Sudan by the Republic of the Sudan, and its subsequent admission to the UN on 14 July 2011, disaggregated data for Sudan and South Sudan as separate States are not yet available for all indicators. In these cases, aggregated data are presented for Sudan pre-cession (see Memorandum item)."
