"Country or Area","Subgroup","Year","Source","Unit","Value","Value Footnotes"
"Albania","Female 15-24 yr Richest 20%","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Percent","60","1"
"Albania","Male 15-24 yr Poorest 20%","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Percent","10","1"
"Albania","Male 15-24 yr Richest 20%","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Percent","38","1"
"Algeria","Female 15-24 yr","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Percent","13","2"
"Algeria","Female 15-19 yr","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Percent","12","2"
"Algeria","Rural Female 15-24 yr","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Percent","10","2"
"Algeria","Urban Female 15-24 yr","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Percent","16","2"
"Algeria","Female 15-24 yr Ratio of urban to rural","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Ratio","1.7","2"
"Algeria","Female 15-24 yr Ratio of richest to poorest","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Ratio","3.7","2"
"Algeria","Female 15-24 yr Poorest 20%","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Percent","5","2"
"Algeria","Female 15-24 yr Richest 20%","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Percent","20","2"
"Angola","Female 15-24 yr","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Percent","25","1"
"Angola","Male 15-24 yr","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Percent","32","1"
"Antigua and Barbuda","Female 15-24 yr","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Percent","46","1"
"Antigua and Barbuda","Male 15-24 yr","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Percent","53","1"
"Antigua and Barbuda","Female 15-19 yr","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Percent","40","1"
"Antigua and Barbuda","Male 15-19 yr","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Percent","55","1"
"Armenia","Female 15-24 yr","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Percent","16","1"
"Armenia","Male 15-24 yr","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Percent","9","1"
"Armenia","Female 15-19 yr","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Percent","10","1"
"Armenia","Male 15-19 yr","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Percent","4","1"
"Armenia","Rural Female 15-24 yr","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Percent","16","1"
"Armenia","Urban Female 15-24 yr","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Percent","16","1"
"Armenia","Female 15-24 yr Ratio of urban to rural","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Ratio","1.0","1"
"Azerbaijan","Female 15-24 yr","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Percent","5","2"
"Azerbaijan","Male 15-24 yr","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Percent","5","2"
"Azerbaijan","Female 15-19 yr","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Percent","3","2"
"Azerbaijan","Male 15-19 yr","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Percent","2","2"
"Azerbaijan","Rural Female 15-24 yr","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Percent","2","2"
"Azerbaijan","Urban Female 15-24 yr","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Percent","7","2"
"Azerbaijan","Female 15-24 yr Ratio of urban to rural","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Ratio","3.3","2"
"Azerbaijan","Female 15-24 yr Ratio of richest to poorest","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Ratio","10.3","2"
"Azerbaijan","Male 15-24 yr Ratio of richest to poorest","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Ratio","6.3","2"
"Azerbaijan","Female 15-24 yr Poorest 20%","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Percent","1","2"
"Azerbaijan","Female 15-24 yr Richest 20%","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Percent","12","2"
"Azerbaijan","Male 15-24 yr Poorest 20%","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Percent","2","2"
"Azerbaijan","Male 15-24 yr Richest 20%","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Percent","14","2"
"Bangladesh","Female 15-24 yr","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Percent","8","1"
"Bangladesh","Male 15-24 yr","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Percent","18","1"
"Bangladesh","Female 15-19 yr","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Percent","7","1"
"Belize","Female 15-24 yr","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Percent","40","2"
"Belize","Female 15-19 yr","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Percent","39","2"
"Belize","Rural Female 15-24 yr","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Percent","29","2"
"Belize","Urban Female 15-24 yr","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Percent","49","2"
"Belize","Female 15-24 yr Ratio of urban to rural","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Ratio","1.7","2"
"Belize","Female 15-24 yr Ratio of richest to poorest","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Ratio","2.0","2"
"Belize","Female 15-24 yr Poorest 20%","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Percent","28","2"
"Belize","Female 15-24 yr Richest 20%","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Percent","55","2"
"Benin","Female 15-24 yr","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Percent","16","2"
"Benin","Male 15-24 yr","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Percent","35","2"
"Benin","Female 15-19 yr","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Percent","17","2"
"Benin","Male 15-19 yr","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Percent","31","2"
"Benin","Rural Female 15-24 yr","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Percent","11","2"
"Benin","Urban Female 15-24 yr","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Percent","22","2"
"Benin","Female 15-24 yr Ratio of urban to rural","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Ratio","1.9","2"
"Benin","Female 15-24 yr Ratio of richest to poorest","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Ratio","3.1","2"
"Benin","Male 15-24 yr Ratio of richest to poorest","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Ratio","3.0","2"
"Benin","Female 15-24 yr Poorest 20%","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Percent","9","2"
"Benin","Female 15-24 yr Richest 20%","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Percent","26","2"
"Benin","Male 15-24 yr Poorest 20%","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Percent","17","2"
"Benin","Male 15-24 yr Richest 20%","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Percent","52","2"
"Bhutan","Female 15-24 yr","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Percent","21","1"
"Bhutan","Female 15-19 yr","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Percent","22","1"
"Bhutan","Rural Female 15-24 yr","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Percent","15","1"
"Bhutan","Urban Female 15-24 yr","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Percent","32","1"
"Bhutan","Female 15-24 yr Ratio of urban to rural","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Ratio","2.1","1"
"Bhutan","Female 15-24 yr Ratio of richest to poorest","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Ratio","4.4","1"
"Bhutan","Female 15-24 yr Poorest 20%","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Percent","7","1"
"Bhutan","Female 15-24 yr Richest 20%","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Percent","32","1"
"Bolivia (Plurinational State of)","Female 15-24 yr","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Percent","24","1"
"Bolivia (Plurinational State of)","Male 15-24 yr","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Percent","28","1"
"Bolivia (Plurinational State of)","Female 15-19 yr","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Percent","22","1"
"Bolivia (Plurinational State of)","Male 15-19 yr","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Percent","24","1"
"Bolivia (Plurinational State of)","Rural Female 15-24 yr","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Percent","9","1"
"Bolivia (Plurinational State of)","Urban Female 15-24 yr","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Percent","32","1"
"Bolivia (Plurinational State of)","Female 15-24 yr Ratio of urban to rural","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Ratio","3.5","1"
"Bolivia (Plurinational State of)","Female 15-24 yr Ratio of richest to poorest","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Ratio","8.4","1"
"Bolivia (Plurinational State of)","Male 15-24 yr Ratio of richest to poorest","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Ratio","4.3","1"
"Bolivia (Plurinational State of)","Female 15-24 yr Poorest 20%","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Percent","5","1"
"Bolivia (Plurinational State of)","Female 15-24 yr Richest 20%","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Percent","40","1"
"Bolivia (Plurinational State of)","Male 15-24 yr Poorest 20%","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Percent","11","1"
"Bolivia (Plurinational State of)","Male 15-24 yr Richest 20%","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Percent","45","1"
"Bosnia and Herzegovina","Female 15-24 yr","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Percent","44","2"
"Bosnia and Herzegovina","Female 15-19 yr","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Percent","45","2"
"Bosnia and Herzegovina","Rural Female 15-24 yr","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Percent","42","2"
"Bosnia and Herzegovina","Urban Female 15-24 yr","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Percent","46","2"
"Bosnia and Herzegovina","Female 15-24 yr Ratio of urban to rural","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Ratio","1.1","2"
"Bosnia and Herzegovina","Female 15-24 yr Ratio of richest to poorest","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Ratio","1.1","2"
"Bosnia and Herzegovina","Female 15-24 yr Poorest 20%","2007-2011","UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>","Percent","46","2"
